MoleculeListName,Molecule,MolecularFormula,PrecursorMz,PrecursorAdduct,PrecursorCharge,ProductName,ProductMz,ProductCharge,ExplicitRetentionTime,ExplicitRetentionTimeWindow,TransitionNote
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b051_z002_m00,1811.84757100434,2,44.72,0.710000000000001,C151H242N40O63S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b051_z002_m01,1812.3490357782,2,44.72,0.710000000000001,C151H242N40O63S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b051_z002_m02,1812.85041691813,2,44.72,0.710000000000001,C151H242N40O63S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b051_z002_m03,1813.35172568524,2,44.72,0.710000000000001,C151H242N40O63S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b051_z002_m04,1813.85299085843,2,44.72,0.710000000000001,C151H242N40O63S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b051_z003_m00,1208.23413948696,3,44.72,0.710000000000001,C151H243N40O63S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b051_z003_m01,1208.56844938485,3,44.72,0.710000000000001,C151H243N40O63S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b051_z003_m02,1208.90270352035,3,44.72,0.710000000000001,C151H243N40O63S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b051_z003_m03,1209.2369094077,3,44.72,0.710000000000001,C151H243N40O63S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b051_z003_m04,1209.57108621607,3,44.72,0.710000000000001,C151H243N40O63S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b051_z004_m00,906.427423728266,4,44.72,0.710000000000001,C151H244N40O63S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b051_z004_m01,906.678156188174,4,44.72,0.710000000000001,C151H244N40O63S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b051_z004_m02,906.92884682146,4,44.72,0.710000000000001,C151H244N40O63S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b051_z004_m03,907.179501268937,4,44.72,0.710000000000001,C151H244N40O63S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b051_z004_m04,907.430133894896,4,44.72,0.710000000000001,C151H244N40O63S0
